timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-11-02 05:35:00+10:00,18172.645,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:40:00+10:00,18170.414,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:45:00+10:00,18181.693,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:50:00+10:00,18087.865,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:55:00+10:00,18081.019,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:00:00+10:00,17980.97,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:05:00+10:00,17942.923,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:10:00+10:00,18612.398,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:15:00+10:00,18440.201,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:20:00+10:00,18521.819,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:25:00+10:00,18247.396,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:30:00+10:00,18699.753,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:35:00+10:00,18826.747,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:40:00+10:00,18806.767,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:45:00+10:00,18755.462,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:50:00+10:00,18535.917,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 06:55:00+10:00,18394.723,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:00:00+10:00,18203.891,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:05:00+10:00,18207.381,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:10:00+10:00,18137.434,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:15:00+10:00,18362.223,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:20:00+10:00,18341.495,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:25:00+10:00,18187.631,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:30:00+10:00,17961.705,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:35:00+10:00,17887.336,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:40:00+10:00,17933.804,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 07:45:00+10:00,18144.727,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
